community_detector,used_communities,community,algorithm_rec,test_size,split_id,train_runtime,test_runtime
Louvain,1.0,1.0,SVD,0.25,3,0.12075257301330566,0.0
Louvain,1.0,99.0,SVD,0.25,3,0.9525547027587891,0.1961972713470459
Louvain,2.0,1.0,SVD,0.25,3,0.12923526763916016,0.0010001659393310547
Louvain,2.0,2.0,SVD,0.25,3,0.18454957008361816,0.0
Louvain,2.0,99.0,SVD,0.25,3,0.8848471641540527,0.22998309135437012
Louvain,3.0,1.0,SVD,0.25,3,0.11801528930664062,0.0
Louvain,3.0,2.0,SVD,0.25,3,0.15662479400634766,0.0
Louvain,3.0,0.0,SVD,0.25,3,0.25393152236938477,0.0
Louvain,3.0,99.0,SVD,0.25,3,0.8407886028289795,0.21807146072387695
Louvain,4.0,1.0,SVD,0.25,3,0.1273961067199707,0.0
Louvain,4.0,2.0,SVD,0.25,3,0.12991976737976074,0.0
Louvain,4.0,0.0,SVD,0.25,3,0.16965007781982422,0.0
Louvain,4.0,3.0,SVD,0.25,3,0.5356848239898682,0.0
Louvain,1.0,1.0,k-NN,0.25,3,0.0070018768310546875,0.0
Louvain,1.0,99.0,k-NN,0.25,3,0.24655532836914062,2.3366265296936035
Louvain,2.0,1.0,k-NN,0.25,3,0.0185086727142334,0.0
Louvain,2.0,2.0,k-NN,0.25,3,0.007976293563842773,0.0
Louvain,2.0,99.0,k-NN,0.25,3,0.2344980239868164,2.39005708694458
Louvain,3.0,1.0,k-NN,0.25,3,0.015002965927124023,0.001001119613647461
Louvain,3.0,2.0,k-NN,0.25,3,0.009505510330200195,0.0
Louvain,3.0,0.0,k-NN,0.25,3,0.01606440544128418,0.0
Louvain,3.0,99.0,k-NN,0.25,3,0.22010350227355957,1.7835664749145508
Louvain,4.0,1.0,k-NN,0.25,3,0.01800394058227539,0.0
Louvain,4.0,2.0,k-NN,0.25,3,0.0070035457611083984,0.0
Louvain,4.0,0.0,k-NN,0.25,3,0.017002344131469727,0.0
Louvain,4.0,3.0,k-NN,0.25,3,0.09373068809509277,0.0
Louvain,1.0,1.0,NMF,0.25,3,0.14189887046813965,0.0
Louvain,1.0,99.0,NMF,0.25,3,1.001037836074829,0.1553337574005127
Louvain,2.0,1.0,NMF,0.25,3,0.18216538429260254,0.0010058879852294922
Louvain,2.0,2.0,NMF,0.25,3,0.21487998962402344,0.0
Louvain,2.0,99.0,NMF,0.25,3,1.086658239364624,0.164717435836792
Louvain,3.0,1.0,NMF,0.25,3,0.1627509593963623,0.0
Louvain,3.0,2.0,NMF,0.25,3,0.16851377487182617,0.0
Louvain,3.0,0.0,NMF,0.25,3,0.18727755546569824,0.0
Louvain,3.0,99.0,NMF,0.25,3,1.0275018215179443,0.13911795616149902
Louvain,4.0,1.0,NMF,0.25,3,0.15347981452941895,0.0
Louvain,4.0,2.0,NMF,0.25,3,0.2141573429107666,0.0
Louvain,4.0,0.0,NMF,0.25,3,0.2271745204925537,0.0
Louvain,4.0,3.0,NMF,0.25,3,0.733931303024292,0.0
Louvain,1.0,1.0,Co-Clustering,0.25,3,0.18398714065551758,0.0
Louvain,1.0,99.0,Co-Clustering,0.25,3,1.4892888069152832,0.3374052047729492
Louvain,2.0,1.0,Co-Clustering,0.25,3,0.1929302215576172,0.0
Louvain,2.0,2.0,Co-Clustering,0.25,3,0.27873826026916504,0.0
Louvain,2.0,99.0,Co-Clustering,0.25,3,1.460726022720337,0.11426138877868652
Louvain,3.0,1.0,Co-Clustering,0.25,3,0.24513959884643555,0.0
Louvain,3.0,2.0,Co-Clustering,0.25,3,0.24449682235717773,0.0
Louvain,3.0,0.0,Co-Clustering,0.25,3,0.28740668296813965,0.0
Louvain,3.0,99.0,Co-Clustering,0.25,3,1.4766840934753418,0.3213651180267334
Louvain,4.0,1.0,Co-Clustering,0.25,3,0.20052623748779297,0.0
Louvain,4.0,2.0,Co-Clustering,0.25,3,0.29851341247558594,0.0
Louvain,4.0,0.0,Co-Clustering,0.25,3,0.3986639976501465,0.0
Louvain,4.0,3.0,Co-Clustering,0.25,3,0.9534296989440918,0.0
Louvain,1.0,1.0,SlopeOne,0.25,3,0.042676448822021484,0.0
Louvain,1.0,99.0,SlopeOne,0.25,3,0.3827207088470459,1.273489236831665
Louvain,2.0,1.0,SlopeOne,0.25,3,0.0504298210144043,0.0009999275207519531
Louvain,2.0,2.0,SlopeOne,0.25,3,0.0544888973236084,0.0
Louvain,2.0,99.0,SlopeOne,0.25,3,0.43735337257385254,1.2534213066101074
Louvain,3.0,1.0,SlopeOne,0.25,3,0.046118974685668945,0.001001596450805664
Louvain,3.0,2.0,SlopeOne,0.25,3,0.07642722129821777,0.0
Louvain,3.0,0.0,SlopeOne,0.25,3,0.04129791259765625,0.0
Louvain,3.0,99.0,SlopeOne,0.25,3,0.43888211250305176,1.4669740200042725
Louvain,4.0,1.0,SlopeOne,0.25,3,0.05908036231994629,0.0010001659393310547
Louvain,4.0,2.0,SlopeOne,0.25,3,0.05230307579040527,0.0
Louvain,4.0,0.0,SlopeOne,0.25,3,0.04552412033081055,0.0
Louvain,4.0,3.0,SlopeOne,0.25,3,0.2700536251068115,0.0
Paris,1.0,2.0,NormalPredictor,0.25,3,0.0361485481262207,0.0
